cntry,news,polintr,vote,age,gndr,eduyrs,edutype,pdwrk,hincfel,pstplonl,contplt,netusoft,netustm,trstplt,trstprt,cptppola
SE,10,2,1,35,Female,12,Gymnasial uddannelse,0,3,1,2,5,360,5,5,2
SE,20,3,1,65,Male,9,Grundskole,1,1,2,2,5,360,5,5,2
SE,0,4,2,63,Female,13,Videregående uddannelse,1,1,2,2,5,120,8,NA,NA
SE,20,2,1,21,Female,13,Gymnasial uddannelse,0,1,1,2,5,240,1,0,3
SE,60,2,1,85,Male,13,Gymnasial uddannelse,0,2,2,2,4,50,4,4,2
SE,15,3,1,82,Male,9,Grundskole,0,1,2,2,5,90,7,7,2
SE,60,2,1,41,Male,18,Universitetsuddannelse,1,2,2,2,5,600,3,5,3
SE,30,3,1,75,Male,12,Gymnasial uddannelse,0,2,2,2,5,60,2,3,2
SE,60,2,1,62,Female,11,Gymnasial uddannelse,1,2,2,2,5,60,5,6,3
SE,45,2,1,53,Male,17,Universitetsuddannelse,1,1,2,2,5,600,7,7,4
SE,120,1,1,66,Male,16,Universitetsuddannelse,1,1,1,1,5,480,7,7,3
SE,15,3,1,61,Male,9,Grundskole,1,NA,2,2,4,30,4,5,3
SE,60,2,1,73,Male,18,NA,1,1,2,2,5,300,3,3,4
SE,45,2,1,32,Male,17,Universitetsuddannelse,1,1,2,2,5,360,7,7,3
SE,45,2,1,54,Male,17,Universitetsuddannelse,1,2,1,2,5,360,7,7,3
SE,30,3,1,78,Female,14,Videregående uddannelse,0,2,2,2,4,90,1,1,2
SE,5,3,1,39,Male,17,Universitetsuddannelse,1,1,2,2,5,120,6,4,1
SE,30,2,1,22,Male,13,Gymnasial uddannelse,1,1,2,2,5,600,8,7,4
SE,60,3,1,61,Female,16,Universitetsuddannelse,1,1,1,2,5,360,7,7,1
SE,NA,1,1,78,Female,21,Universitetsuddannelse,0,2,1,1,5,180,1,3,3
SE,90,1,1,47,Male,13,Gymnasial uddannelse,1,1,1,2,5,600,4,5,4
SE,240,1,1,64,Female,4,Gymnasial uddannelse,0,1,2,2,5,420,NA,3,1
SE,60,1,1,25,Female,16,Universitetsuddannelse,1,4,1,2,5,600,5,6,5
SE,30,2,1,57,Male,13,Videregående uddannelse,1,1,2,2,5,600,3,3,3
SE,NA,1,1,78,Female,16,Universitetsuddannelse,0,1,2,2,5,30,7,7,2
SE,45,3,1,65,Female,17,Universitetsuddannelse,1,2,1,1,5,120,6,7,2
SE,120,1,1,70,Male,14,Videregående uddannelse,0,2,1,2,5,150,6,6,3
SE,30,4,1,34,Male,17,Universitetsuddannelse,1,1,2,2,5,840,4,4,NA
SE,80,3,1,32,Female,12,Gymnasial uddannelse,1,1,2,2,5,300,1,0,3
SE,60,2,1,52,Female,19,Universitetsuddannelse,1,1,2,2,5,480,6,6,4
SE,60,2,1,81,Female,8,Grundskole,0,1,2,2,5,60,4,4,1
SE,60,1,1,24,Male,13,Gymnasial uddannelse,0,3,2,2,5,420,8,8,5
SE,NA,4,1,54,Male,16,Universitetsuddannelse,1,1,2,1,5,180,5,5,3
SE,10,3,1,20,Male,9,Grundskole,0,1,1,2,5,360,3,3,1
SE,60,2,1,55,Female,15,Universitetsuddannelse,1,1,2,2,5,540,6,6,5
SE,20,2,1,40,Male,13,Videregående uddannelse,1,2,2,1,5,120,4,4,3
SE,120,2,1,73,Female,9,Grundskole,0,1,2,2,5,120,4,5,2
SE,30,2,1,28,Female,21,Universitetsuddannelse,0,2,1,2,5,360,6,3,2
SE,15,3,2,44,Female,20,Universitetsuddannelse,1,2,2,2,5,60,2,2,1
SE,20,1,1,51,Male,20,Universitetsuddannelse,1,1,2,2,5,180,5,5,2
SE,120,2,1,58,Male,14,Videregående uddannelse,1,2,1,1,5,60,6,7,3
SE,60,2,1,31,Male,12,Gymnasial uddannelse,0,3,2,2,5,240,4,3,2
SE,5,3,1,43,Male,13,Videregående uddannelse,0,2,2,2,5,30,9,10,3
SE,30,2,1,90,Female,11,Universitetsuddannelse,0,2,2,2,1,NA,5,5,2
SE,60,2,1,68,Male,11,Gymnasial uddannelse,0,1,2,NA,5,30,5,7,2
SE,NA,2,1,80,Female,8,Universitetsuddannelse,0,2,1,1,4,240,8,8,NA
SE,60,2,1,58,Male,14,Videregående uddannelse,1,1,1,1,5,600,7,7,5
SE,60,2,1,72,Female,11,Gymnasial uddannelse,0,2,2,2,5,120,5,5,2
SE,60,4,1,69,Female,13,Gymnasial uddannelse,1,1,2,2,5,120,4,4,2
SE,30,3,1,59,Female,12,Gymnasial uddannelse,1,1,2,2,5,60,4,4,1
SE,180,1,1,71,Male,17,NA,1,1,2,2,5,90,5,5,3
SE,120,3,1,87,Female,9,Gymnasial uddannelse,0,1,2,NA,2,NA,5,5,1
SE,60,2,1,76,Female,8,Grundskole,0,2,2,2,5,60,7,3,2
SE,15,3,1,45,Female,14,Videregående uddannelse,1,1,2,2,5,240,5,5,1
SE,120,3,1,79,Male,12,Gymnasial uddannelse,0,NA,2,2,5,90,2,1,2
SE,20,3,1,32,Female,13,Videregående uddannelse,1,1,1,1,5,90,3,5,2
SE,30,4,2,31,Male,12,Gymnasial uddannelse,1,1,2,2,4,540,5,4,NA
SE,60,1,1,25,Male,15,Videregående uddannelse,0,1,2,2,5,180,7,8,4
SE,5,3,1,31,Female,12,Gymnasial uddannelse,0,3,1,2,5,NA,2,2,1
SE,30,2,1,25,Female,12,Gymnasial uddannelse,1,1,2,2,5,240,6,7,4
SE,30,1,1,66,Male,9,Grundskole,1,1,2,1,4,45,7,7,4
SE,10,2,1,54,Male,15,Videregående uddannelse,1,1,1,2,5,180,2,2,3
SE,0,4,1,51,Female,15,Universitetsuddannelse,1,1,2,2,5,720,4,4,2
SE,30,3,1,28,Male,15,Universitetsuddannelse,1,1,2,2,5,600,6,6,5
SE,180,2,1,79,Male,17,Videregående uddannelse,0,1,1,1,5,90,5,7,4
SE,30,2,1,56,Male,13,Gymnasial uddannelse,1,1,2,2,5,60,6,6,3
SE,60,2,1,55,Male,17,Universitetsuddannelse,1,1,2,2,5,180,3,2,2
SE,60,1,1,54,Male,15,Videregående uddannelse,1,1,1,1,5,360,1,1,4
SE,90,2,1,89,Male,16,Videregående uddannelse,0,1,2,2,1,NA,4,NA,2
SE,20,2,1,24,Male,16,Videregående uddannelse,1,2,2,2,5,150,5,5,3
SE,120,2,1,79,Male,10,Gymnasial uddannelse,0,1,2,2,5,180,6,6,3
SE,30,1,1,58,Male,20,Universitetsuddannelse,1,1,1,1,5,180,7,8,5
SE,60,2,1,39,Male,15,Videregående uddannelse,1,1,2,2,5,600,5,4,3
SE,30,3,1,78,Female,14,Gymnasial uddannelse,1,2,1,2,5,30,3,4,3
SE,90,2,1,85,Female,8,Grundskole,0,1,2,2,1,NA,5,10,2
SE,10,3,1,20,Female,12,Gymnasial uddannelse,0,1,2,2,5,300,4,3,2
SE,45,2,1,71,Female,20,Universitetsuddannelse,0,1,1,2,5,90,4,5,3
SE,20,3,1,58,Male,16,Gymnasial uddannelse,1,1,1,2,5,420,8,8,2
SE,90,2,1,50,Male,19,Universitetsuddannelse,1,1,2,2,4,720,5,5,4
SE,60,1,1,73,Female,18,Universitetsuddannelse,0,1,2,1,5,90,7,7,3
SE,30,2,1,86,Male,7,Grundskole,0,1,2,2,5,120,3,3,1
SE,30,2,1,53,Female,15,Universitetsuddannelse,1,1,1,2,5,480,8,5,3
SE,60,1,1,35,Male,14,Videregående uddannelse,1,2,2,2,5,600,5,6,3
SE,NA,3,1,65,Female,12,Gymnasial uddannelse,1,2,2,2,5,600,2,2,1
SE,60,2,1,42,Female,21,Universitetsuddannelse,1,1,2,2,5,240,4,4,2
SE,45,2,1,72,Male,14,Videregående uddannelse,0,1,1,1,5,100,3,4,4
SE,30,2,1,86,Female,15,Videregående uddannelse,0,1,2,2,5,90,5,4,1
SE,90,2,1,53,Male,18,Universitetsuddannelse,1,1,2,2,5,150,6,6,4
SE,60,2,1,27,Male,15,Videregående uddannelse,0,2,2,2,5,360,5,5,2
SE,15,1,1,21,Male,13,Universitetsuddannelse,0,2,1,2,5,360,7,7,4
SE,60,2,1,74,Male,10,Gymnasial uddannelse,0,1,2,2,5,NA,5,5,2
SE,90,4,1,25,Female,13,Gymnasial uddannelse,0,1,2,2,5,360,5,4,2
SE,10,3,2,22,Female,16,Gymnasial uddannelse,0,1,1,2,5,NA,1,2,2
SE,180,2,1,84,Male,17,Videregående uddannelse,0,1,2,1,5,180,7,7,3
SE,0,3,1,25,Male,12,Gymnasial uddannelse,0,1,2,2,5,210,2,3,1
SE,90,3,1,34,Male,18,Universitetsuddannelse,1,2,2,2,5,720,3,5,3
SE,180,1,1,70,Male,NA,Grundskole,0,2,2,1,4,120,1,4,1
SE,20,2,1,41,Female,16,Universitetsuddannelse,1,1,2,2,5,600,6,7,3
SE,60,1,1,56,Female,18,Universitetsuddannelse,1,2,1,1,5,300,6,6,4
SE,30,2,1,67,Male,10,Grundskole,1,1,2,2,5,240,4,5,1
SE,60,1,1,65,Female,12,Gymnasial uddannelse,0,1,2,2,5,90,8,7,3
SE,30,2,1,31,Male,13,Videregående uddannelse,1,1,2,2,5,420,5,5,2
SE,120,2,1,33,Male,15,Universitetsuddannelse,1,1,2,1,5,480,7,8,4
SE,150,2,1,87,Male,11,Gymnasial uddannelse,0,1,2,2,1,NA,3,3,1
SE,NA,1,1,80,Female,23,Gymnasial uddannelse,0,2,2,2,5,120,1,2,3
SE,60,2,1,62,Female,13,Videregående uddannelse,1,1,2,2,5,30,5,4,2
SE,30,4,1,59,Female,11,Gymnasial uddannelse,0,1,2,2,5,300,0,0,2
SE,120,1,1,42,Female,17,Universitetsuddannelse,1,2,2,2,5,600,6,7,4
SE,50,2,1,64,Male,18,Universitetsuddannelse,1,1,2,1,5,20,6,8,3
SE,60,2,1,35,Male,16,Universitetsuddannelse,0,2,2,2,5,240,5,6,2
SE,60,1,1,73,Male,15,Universitetsuddannelse,0,1,1,1,5,180,2,2,3
SE,120,2,1,74,Male,16,Videregående uddannelse,0,1,2,2,5,120,6,6,3
SE,60,2,2,42,Female,20,Universitetsuddannelse,0,1,2,2,5,30,3,5,3
SE,240,1,1,70,Male,17,Universitetsuddannelse,0,1,1,1,5,360,6,6,5
SE,90,3,1,78,Female,8,Grundskole,0,1,2,2,4,120,2,0,1
SE,60,4,1,85,Male,7,Grundskole,0,2,2,2,2,NA,4,4,1
SE,0,1,1,21,Female,10,Gymnasial uddannelse,0,3,2,2,5,600,7,7,4
SE,5,1,1,39,Male,15,Videregående uddannelse,1,2,1,2,5,720,3,4,3
SE,90,2,1,84,Male,12,Videregående uddannelse,0,2,2,2,5,120,6,6,4
SE,75,3,1,49,Female,18,Universitetsuddannelse,1,1,2,2,5,600,3,3,2
SE,60,3,1,20,Male,11,Grundskole,0,1,2,2,5,420,6,6,3
SE,150,1,1,46,Male,16,Universitetsuddannelse,1,1,1,2,5,NA,4,7,4
SE,30,1,1,36,Female,17,Videregående uddannelse,1,2,1,2,5,150,4,0,5
SE,120,2,1,61,Male,11,Gymnasial uddannelse,1,2,2,2,2,NA,6,6,2
SE,60,3,1,79,Female,8,Grundskole,0,2,2,2,4,60,2,2,1
SE,90,2,1,42,Male,12,Gymnasial uddannelse,1,1,2,2,5,120,3,2,2
SE,90,2,1,89,Female,18,Universitetsuddannelse,0,1,2,2,2,NA,7,5,2
SE,120,2,1,43,Female,17,Universitetsuddannelse,1,3,1,2,5,720,5,7,4
SE,90,2,1,75,Male,8,Grundskole,0,1,2,1,5,30,7,7,3
SE,120,2,1,52,Male,13,Videregående uddannelse,1,2,2,1,5,240,7,6,5
SE,60,2,1,47,Female,19,Universitetsuddannelse,1,2,1,2,5,600,4,3,3
SE,240,1,1,67,Female,19,Universitetsuddannelse,0,1,2,2,5,420,8,8,4
SE,60,2,1,41,Male,15,Videregående uddannelse,1,1,2,1,5,600,3,3,2
SE,15,2,1,66,Female,12,Gymnasial uddannelse,0,2,2,2,5,60,6,6,2
SE,60,1,1,56,Female,15,Videregående uddannelse,1,1,1,1,5,360,4,3,2
SE,180,4,1,71,Female,10,Videregående uddannelse,0,1,2,2,5,420,0,3,1
SE,60,1,1,70,Male,12,Universitetsuddannelse,0,1,2,1,5,120,5,4,3
SE,240,2,1,81,Male,21,Universitetsuddannelse,0,1,2,2,5,120,7,6,5
SE,30,2,2,49,Male,14,Videregående uddannelse,1,1,2,2,5,120,3,4,3
SE,20,2,1,59,Male,11,Gymnasial uddannelse,1,1,1,2,5,240,8,7,2
SE,60,1,1,66,Male,12,Gymnasial uddannelse,0,1,2,2,5,90,2,2,2
SE,60,3,1,24,Male,12,Gymnasial uddannelse,0,1,2,2,5,180,7,7,3
SE,240,3,1,69,Female,13,Gymnasial uddannelse,1,1,2,2,4,300,5,5,2
SE,120,1,1,81,Male,13,Universitetsuddannelse,0,1,2,2,5,108,5,5,4
SE,30,NA,2,36,Female,11,Gymnasial uddannelse,0,3,2,2,5,240,NA,NA,1
SE,90,1,1,31,Male,20,Universitetsuddannelse,1,1,2,2,5,420,4,4,4
SE,210,2,1,58,Female,11,Grundskole,1,2,2,2,5,240,7,5,2
SE,30,2,1,74,Female,9,Grundskole,0,1,2,2,5,90,5,5,3
SE,105,2,1,82,Female,17,Videregående uddannelse,0,1,2,2,5,60,7,7,1
SE,60,2,1,73,Female,14,Universitetsuddannelse,0,2,2,2,3,NA,7,5,3
SE,60,2,1,64,Female,13,Gymnasial uddannelse,1,1,1,2,5,600,7,6,4
SE,60,2,1,55,Male,12,Videregående uddannelse,1,1,2,2,5,15,5,7,1
SE,30,2,1,55,Female,14,Videregående uddannelse,1,2,2,2,5,90,6,5,2
SE,150,2,1,80,Male,15,Universitetsuddannelse,0,2,1,1,5,30,7,6,3
SE,60,1,1,49,Female,21,Universitetsuddannelse,1,1,NA,2,5,90,10,0,2
SE,20,2,1,65,Female,8,Grundskole,0,3,2,2,5,300,5,3,2
SE,10,2,1,22,Female,15,Gymnasial uddannelse,0,3,1,2,5,360,5,5,2
SE,90,1,1,76,Female,11,Videregående uddannelse,0,2,2,2,5,150,6,6,3
SE,75,2,1,72,Male,11,Gymnasial uddannelse,0,1,2,2,4,120,3,3,2
SE,210,1,1,81,Male,17,Universitetsuddannelse,0,1,2,2,5,60,7,7,4
SE,60,1,1,72,Male,10,Videregående uddannelse,0,1,2,1,1,NA,2,4,3
SE,90,3,1,67,Female,11,Videregående uddannelse,0,2,2,2,5,60,4,4,1
SE,60,1,1,68,Male,12,Gymnasial uddannelse,0,1,2,2,5,120,6,6,3
SE,90,1,1,74,Male,13,Gymnasial uddannelse,0,2,1,1,5,30,7,8,4
SE,30,2,1,29,Male,18,Universitetsuddannelse,1,1,2,2,5,600,5,6,4
SE,90,2,1,67,Male,22,Universitetsuddannelse,1,1,2,2,5,120,7,7,4
SE,45,2,1,66,Male,9,Grundskole,1,1,2,2,5,60,7,7,2
SE,30,3,1,60,Male,12,Gymnasial uddannelse,1,1,2,2,5,480,6,6,2
SE,120,3,1,67,Male,17,Universitetsuddannelse,0,1,2,2,5,300,1,1,4
SE,20,2,1,63,Male,14,Gymnasial uddannelse,1,1,2,2,5,60,7,7,1
SE,45,1,1,58,Male,20,Universitetsuddannelse,1,1,2,2,5,540,7,5,3
SE,120,3,1,63,Male,13,Videregående uddannelse,0,2,2,2,5,120,6,6,3
SE,60,2,1,36,Female,17,Universitetsuddannelse,1,1,1,2,5,480,6,7,3
SE,180,2,1,65,Female,15,Universitetsuddannelse,1,1,2,2,5,180,4,5,3
SE,90,2,1,36,Male,18,Universitetsuddannelse,1,1,2,2,5,720,4,4,3
SE,30,2,1,62,Female,18,Universitetsuddannelse,1,1,2,2,5,60,5,5,4
SE,120,2,1,30,Male,17,Universitetsuddannelse,1,2,1,2,5,420,3,4,3
SE,150,3,1,49,Female,16,Universitetsuddannelse,1,1,2,1,5,540,5,5,2
SE,60,4,1,20,Female,10,Gymnasial uddannelse,1,2,2,2,5,420,5,5,2
SE,45,2,1,56,Male,18,Universitetsuddannelse,1,1,2,2,5,360,8,8,4
SE,30,3,1,35,Female,15,Universitetsuddannelse,1,1,2,2,5,360,3,3,2
SE,60,2,1,67,Female,13,Videregående uddannelse,0,1,1,1,5,30,4,4,2
SE,0,3,2,36,Male,14,Gymnasial uddannelse,0,4,2,2,4,240,2,3,3
SE,120,2,1,69,Male,14,Gymnasial uddannelse,0,1,1,2,5,360,8,8,5
SE,210,1,1,81,Male,16,Videregående uddannelse,0,1,2,1,5,60,8,6,4
SE,NA,1,1,69,Female,9,Grundskole,1,2,1,1,5,240,8,2,3
SE,90,1,1,61,Male,20,Universitetsuddannelse,1,1,2,1,5,720,1,3,4
SE,60,2,1,23,Female,15,Universitetsuddannelse,0,2,2,NA,5,600,7,7,4
SE,120,1,1,79,Male,14,Grundskole,0,1,1,1,5,30,5,5,3
SE,120,1,1,86,Male,23,Universitetsuddannelse,0,1,1,2,5,60,6,7,3
SE,60,2,1,65,Male,9,Grundskole,1,2,2,2,5,120,5,5,1
SE,60,2,1,63,Male,14,Videregående uddannelse,1,1,2,2,5,60,7,6,2
SE,120,1,1,77,Male,10,Gymnasial uddannelse,0,1,2,2,5,180,5,6,1
SE,120,2,1,82,Female,18,Gymnasial uddannelse,0,2,2,2,5,30,4,6,1
SE,0,3,1,50,Female,14,Gymnasial uddannelse,1,2,2,2,5,60,6,5,1
SE,30,1,1,35,Female,18,Universitetsuddannelse,1,1,1,2,5,360,5,5,3
SE,45,2,1,61,Female,15,Universitetsuddannelse,1,1,2,2,5,120,4,4,2
SE,60,2,1,65,Female,13,Videregående uddannelse,1,1,2,2,5,300,4,4,3
SE,60,3,1,53,Female,14,Universitetsuddannelse,1,1,2,2,5,480,2,3,3
SE,120,3,1,84,Male,10,Grundskole,0,1,2,2,5,120,3,3,2
SE,90,2,1,67,Female,12,Gymnasial uddannelse,0,2,2,2,5,180,3,5,3
SE,60,1,1,60,Female,12,Gymnasial uddannelse,1,1,2,2,5,180,5,5,1
SE,240,4,1,91,Male,6,Grundskole,0,1,2,2,1,NA,NA,NA,1
SE,30,1,1,76,Male,13,Gymnasial uddannelse,0,1,2,2,5,30,7,7,3
SE,60,1,1,71,Female,11,Gymnasial uddannelse,0,1,2,1,4,30,8,8,5
SE,45,2,1,76,Male,19,Universitetsuddannelse,1,1,2,1,5,120,7,6,4
SE,90,2,1,49,Female,14,Videregående uddannelse,1,2,1,1,5,720,4,3,3
SE,30,2,1,59,Female,17,Universitetsuddannelse,1,1,2,2,5,600,3,4,2
SE,NA,2,1,82,Female,16,Universitetsuddannelse,0,1,1,2,5,240,3,4,2
SE,75,1,1,69,Female,18,Universitetsuddannelse,1,1,2,2,5,90,5,5,3
SE,45,1,1,30,Male,19,Universitetsuddannelse,1,1,2,2,5,720,5,5,NA
SE,0,3,1,48,Female,NA,Universitetsuddannelse,1,1,2,2,5,240,5,6,2
SE,60,3,1,47,Female,17,Universitetsuddannelse,0,1,2,2,5,120,2,2,1
SE,120,2,1,67,Male,18,Universitetsuddannelse,0,2,2,2,5,180,4,2,1
SE,180,1,1,25,Male,15,Gymnasial uddannelse,0,1,1,1,5,300,4,7,3
SE,5,2,1,39,Female,14,Gymnasial uddannelse,1,2,2,1,5,120,7,7,3
SE,60,2,1,71,Male,20,Universitetsuddannelse,0,1,2,2,5,60,7,7,2
SE,30,3,1,62,Female,11,Videregående uddannelse,0,1,2,1,5,150,5,5,1
SE,30,2,1,37,Male,16,Universitetsuddannelse,1,1,2,2,5,150,6,7,2
SE,0,2,1,54,Female,14,Gymnasial uddannelse,1,1,2,1,5,360,6,5,4
SE,60,2,1,68,Male,11,Gymnasial uddannelse,0,1,2,2,5,90,3,4,1
SE,10,3,1,60,Female,17,Universitetsuddannelse,1,2,2,2,5,660,7,6,2
SE,90,2,1,67,Female,13,Gymnasial uddannelse,0,1,2,2,4,60,5,4,2
SE,180,2,1,81,Male,7,Grundskole,0,2,2,2,2,NA,2,3,1
SE,20,2,1,36,Female,20,Universitetsuddannelse,1,1,2,2,5,840,5,6,4
SE,120,3,1,68,Female,12,Gymnasial uddannelse,1,1,2,2,5,660,7,7,2
SE,7,3,1,68,Female,12,Gymnasial uddannelse,1,2,1,2,5,120,4,4,3
SE,60,1,1,64,Male,16,Universitetsuddannelse,0,1,1,2,5,360,5,4,4
SE,30,3,1,65,Male,11,Gymnasial uddannelse,0,2,1,2,5,180,0,2,1
SE,120,2,1,51,Female,15,Videregående uddannelse,1,2,2,2,5,720,5,5,3
SE,60,2,1,45,Male,15,Videregående uddannelse,1,1,2,1,5,540,6,5,3
SE,60,2,1,73,Male,11,Gymnasial uddannelse,0,1,2,2,5,120,1,1,1
SE,180,3,1,66,Male,13,Gymnasial uddannelse,1,2,2,2,2,NA,5,5,2
SE,60,2,1,62,Male,11,Gymnasial uddannelse,1,1,1,1,5,180,7,7,2
SE,30,1,1,77,Female,16,Universitetsuddannelse,0,3,2,2,5,30,6,6,3
SE,60,2,1,75,Male,6,Videregående uddannelse,0,2,2,2,5,120,3,3,2
SE,90,2,1,63,Female,19,Universitetsuddannelse,1,1,2,2,5,195,5,6,2
SE,120,1,1,84,Male,12,Videregående uddannelse,0,2,1,2,5,30,6,5,3
SE,120,2,1,61,Male,12,Gymnasial uddannelse,1,1,2,2,5,120,7,7,3
SE,5,2,1,21,Female,13,Gymnasial uddannelse,0,1,2,2,5,480,7,7,3
SE,60,2,1,53,Female,14,Videregående uddannelse,1,1,2,2,5,600,5,5,2
SE,120,3,1,63,Female,11,Videregående uddannelse,1,1,2,2,5,60,3,3,2
SE,40,2,1,39,Male,11,Videregående uddannelse,1,1,2,2,5,630,2,2,2
SE,60,2,1,44,Male,13,Gymnasial uddannelse,1,2,1,2,5,120,6,7,3
SE,30,2,1,45,Male,17,Universitetsuddannelse,1,1,2,2,5,300,3,3,3
SE,NA,2,1,24,Male,13,Gymnasial uddannelse,0,2,2,2,5,540,7,7,2
SE,30,2,1,41,Male,16,Videregående uddannelse,1,1,1,2,5,840,4,3,5
SE,60,2,1,71,Female,14,Videregående uddannelse,0,1,2,1,4,60,6,6,2
SE,120,2,1,69,Female,15,Videregående uddannelse,0,1,2,2,5,80,5,5,1
SE,180,1,1,72,Female,15,Videregående uddannelse,1,1,2,2,5,180,8,7,3
SE,30,1,1,20,Male,12,Gymnasial uddannelse,0,1,1,2,5,300,7,8,4
SE,60,1,1,73,Female,14,Gymnasial uddannelse,0,1,2,2,5,120,3,3,1
SE,180,3,1,82,Male,12,Gymnasial uddannelse,0,1,2,1,5,60,5,5,2
SE,180,1,1,72,Male,9,Grundskole,0,2,1,1,4,60,8,8,4
SE,90,2,1,78,Male,11,Grundskole,0,2,2,2,5,120,5,6,3
SE,30,3,1,26,Female,13,Gymnasial uddannelse,0,1,1,2,5,480,3,5,3
SE,120,2,1,77,Male,11,Gymnasial uddannelse,1,2,2,2,5,90,5,7,2
SE,180,1,1,88,Female,7,Grundskole,0,1,2,2,1,NA,7,4,2
SE,60,2,1,38,Male,15,Grundskole,1,1,1,1,5,360,2,0,3
SE,30,2,1,21,Male,12,Gymnasial uddannelse,1,1,1,2,5,360,3,5,3
SE,90,2,1,57,Male,17,Universitetsuddannelse,1,1,2,2,5,60,5,5,4
SE,45,3,1,47,Female,16,Universitetsuddannelse,1,2,2,2,5,240,6,4,3
SE,30,2,1,41,Male,15,Gymnasial uddannelse,1,2,2,2,5,300,2,3,3
SE,120,1,1,77,Male,17,Universitetsuddannelse,0,1,1,2,5,240,5,7,4
SE,60,2,1,51,Male,11,Gymnasial uddannelse,1,1,2,2,5,240,4,7,2
SE,150,1,1,41,Male,15,Universitetsuddannelse,1,1,1,2,5,390,8,8,5
SE,150,3,1,28,Female,15,Gymnasial uddannelse,1,1,2,2,5,720,7,5,4
SE,120,3,1,75,Female,12,Videregående uddannelse,0,1,1,2,5,60,3,4,1
SE,60,2,1,34,Male,12,Gymnasial uddannelse,1,1,2,2,5,NA,5,5,3
SE,120,1,1,56,Female,17,Universitetsuddannelse,0,3,1,2,5,300,5,6,3
SE,10,3,1,32,Female,20,Videregående uddannelse,0,3,2,2,5,840,2,2,2
SE,120,1,1,85,Male,11,Universitetsuddannelse,0,1,2,2,4,90,7,7,3
SE,240,4,1,34,Male,7,Grundskole,1,1,2,1,4,240,5,5,2
SE,80,2,1,59,Female,12,Gymnasial uddannelse,1,1,1,2,5,420,4,4,3
SE,100,2,1,82,Female,8,Videregående uddannelse,0,2,2,2,4,20,4,4,1
SE,180,3,1,35,Female,16,Universitetsuddannelse,1,1,1,2,5,210,5,5,2
SE,240,2,1,70,Male,12,Gymnasial uddannelse,0,1,2,2,1,NA,1,2,3
SE,12,3,1,36,Female,16,Universitetsuddannelse,1,1,2,2,5,180,6,5,2
SE,5,2,1,30,Female,17,Universitetsuddannelse,1,1,2,2,5,540,6,4,5
SE,30,2,1,55,Male,16,Universitetsuddannelse,1,1,2,2,5,180,6,6,3
SE,60,3,1,57,Female,12,Gymnasial uddannelse,1,2,2,1,5,180,3,4,2
SE,NA,3,1,82,Male,11,Grundskole,0,1,2,2,1,NA,3,3,1
SE,120,2,2,75,Male,11,Gymnasial uddannelse,0,2,2,2,1,NA,4,3,1
SE,120,1,1,50,Male,15,Videregående uddannelse,1,1,1,1,4,240,3,1,3
SE,60,2,1,56,Female,16,Universitetsuddannelse,1,2,2,2,5,600,5,4,4
SE,60,1,1,34,Male,12,Gymnasial uddannelse,1,2,2,2,5,120,1,1,2
SE,180,1,1,78,Female,15,Videregående uddannelse,0,1,2,2,5,105,7,7,5
SE,15,1,2,60,Female,16,Universitetsuddannelse,0,3,2,2,5,180,5,6,1
SE,60,3,1,61,Female,16,Universitetsuddannelse,1,2,2,2,5,300,4,4,3
SE,120,1,1,85,Male,13,Gymnasial uddannelse,0,1,2,2,5,210,4,4,2
SE,60,2,1,62,Male,16,Videregående uddannelse,1,2,2,2,5,180,3,4,3
SE,150,2,1,73,Female,12,Gymnasial uddannelse,0,1,1,1,5,300,NA,1,5
SE,60,2,1,53,Female,20,Universitetsuddannelse,1,1,2,2,5,420,4,4,4
SE,45,1,1,47,Male,NA,Universitetsuddannelse,1,1,1,1,5,300,4,5,4
SE,70,2,1,67,Male,13,Gymnasial uddannelse,1,1,2,2,4,120,5,5,2
SE,60,1,1,48,Male,19,Universitetsuddannelse,1,1,1,2,5,720,7,6,4
SE,60,1,1,61,Male,15,Videregående uddannelse,1,1,2,2,5,720,4,5,3
SE,60,3,1,87,Male,7,Grundskole,0,2,2,2,1,NA,5,3,1
SE,60,1,1,84,Male,8,Grundskole,0,2,2,2,1,NA,1,2,4
SE,NA,1,1,30,Female,18,Universitetsuddannelse,0,1,1,1,5,720,3,5,5
SE,120,1,NA,53,Female,15,Universitetsuddannelse,1,1,1,1,5,300,7,7,5
SE,180,2,1,89,Female,17,Videregående uddannelse,0,1,2,2,5,30,5,5,2
SE,105,2,1,68,Male,17,Universitetsuddannelse,0,1,2,1,5,120,2,2,4
SE,120,2,1,59,Male,18,Universitetsuddannelse,1,1,2,1,5,480,6,7,5
SE,45,2,1,81,Male,14,Universitetsuddannelse,0,2,2,2,5,240,8,8,3
SE,90,1,1,73,Female,19,Universitetsuddannelse,0,1,2,2,5,120,5,5,2
SE,60,1,1,70,Male,14,Gymnasial uddannelse,0,1,2,2,5,60,6,5,4
SE,90,1,1,85,Male,14,Videregående uddannelse,0,1,2,2,5,120,3,3,3
SE,120,1,1,62,Male,15,Videregående uddannelse,1,1,1,1,5,480,9,9,4
SE,120,2,1,78,Female,12,Videregående uddannelse,0,2,2,2,5,120,4,5,3
SE,30,2,1,52,Female,15,Videregående uddannelse,1,2,1,2,5,90,4,4,3
